chapter,page,line,cam_1882,cam_NYE,change_type,is_dialogue_tag,art_reference,art_topic
5,44,10,she doesn't expect one to like her; she doesn't care,she doesn't expect one to like her. She doesn't care,,,,
5,44,11,"So you adore her, out of perversity?",So you adore heróout of perversity?,,,,
5,44,15,"""Good heavens, how you see through one!"" cried Ralph, with a dismay","""Good heavens, how you see through one!"" he cried with a dismay",,,,
5,44,24,"I saw it long ago,"" said Ralph, smiling.","I saw it long ago,"" said Ralph.",,,,
5,44,25,"""I told you just now I was very fond of knowledge,"" the girl answered.","""I told you just know I'm very fond of knowledge,"" Isabel answered.",,,,
5,44,29,Isabel had listened,She had listened,,,,
5,44,33,"""I am not afraid,"" she said;","""I'm not afraid, you know,"" she said:",,,,
5,45,1,"""I don't believe you do,"" said Ralph","""I don't believe you do,"" said Ralph",,,,
5,45,6,And she turned away a little.,And she wandered off a little.,,,,
5,45,12,"""Never mind what they call you,"" he said.","""Never mind what they call you.",,,,
6,46,10,a young lady reputed to have read the classic authors,a creature reported to have read the classic authors,,,,
6,46,12,averred that Isabel would distinguish herself in print,averred that the girl would distinguish herself in print,,,,
6,46,20,"after you had read the Interviewer, you had no time for anything else",after you had read the Interviewer you had lost all faith in culture,,,,
6,46,21,"Her tendency, however,","Her tendency, with this,",,,,
6,46,22,to bring them up seriously,to bring them up properly,,,,
6,46,25,"the girl never attempted to write a book, and had no desire to be an authoress",the girl had never attempted to write a book and had no desire for the laurels of authorship,,,,TRUE
6,46,26,had none of the consciousness of genius,too little of the consciousness of genius,,,,
6,47,4,"impulsively, she often admired herself",she treated herself to occasions of homage,,,,
6,47,5,his heroine,his subject,,,,
6,47,8,people who seemed to her to speak with authority,people speaking with authority,,,,
6,47,10,Every now and then she found out she was wrong,At moments she discovered she was grotesquely wrong,,,,
6,47,14,it was only on this condition that life was worth living,it was only under this provision life was worth living,,,,
6,47,18,to cultivate doubt of oneself,to cultivate doubt of one's self,,,,
6,47,20,"to give oneself, in this manner, distinguished company","to give one's self, in this manner, distinguished company",,,,
6,47,25,she thought it would be detestable to be afraid,she held it must be detestable to be afraid,,,,
6,47,32,That always seemed to her the worst thing that could happen to one.,That always struck her as the worst thing that could happen to her.,,,,
6,47,35,"She had no taste for thinking of them, but whenever she looked at them fixedly she recognised them.","She had no love of their look, but when she fixed them hard she recognised them.",,,,
6,48,2,it seemed right to scorn them,it seemed indecent not to scorn them,,,,
6,48,3,a high spirit is the danger of inconsistency,a high spirit was the danger of inconsistency,,,,
6,48,4,behaviour so anomalous,behaviour so crooked,,,,
6,48,6,young ladies,young women,,,,
6,48,7,would never be observed,would never be noted,,,,
6,48,11,she should find herself,she might find herself,,,,
6,48,11,she might have the pleasure,she should have the pleasure,,,,
6,48,18,the eager and personal young girl,the eager and personal creature of conditions,,,,
6,48,23,enlightened use of her independence,enlightened use of that state,,,,
6,48,25,"She never called it loneliness; she thought that weak; and besides, her sister Lily constantly urged her to come and stay with her.","She never called it the state of solitude, much less of singleness; she thought such descriptions weak, and, besides, her sister Lily constantly urged her to come and abide.",,,,
6,48,27,so laudable an example,so high an example,,,,
6,48,28,a remarkable talent;,an admired ability;,,,,
6,48,30,were universally admired,were universally quoted,,,,
6,48,31,"Isabel did not accept them unrestrictedly,","Isabel pronounced them with confidence ""ephemeral,""ù",,,,
6,48,32,good-humour of her friend,good-humour of the writer,,,,
6,48,35,Henrietta was a great radical,Henrietta was in the van of progress,,,,
6,49,10,a regular reader of the Interviewer,a regular student of the Interviewer,,,,
6,49,15,resign oneself to being trivial and superficial,resign one's self to being frivolous and hollow,,,,
6,49,16,Isabel was resolutely determined not to be superficial.,Isabel was stoutly determined not to be hollow.,,,,
6,49,17,"If one should wait expectantly and trustfully,",If one should wait with the right patience,,,,
6,49,19,a collection of opinions on the question of marriage,a collection of views on the subject of marriage,,,,
6,49,20,a conviction that it was very vulgar to think too much about it,a conviction of the vulgarity of thinking too much of it,,,,
6,49,23,"From lapsing into a state of eagerness on this point she earnestly prayed that she might be delivered; she held that a woman ought to be able to make up her life in singleness,","From lapsing into eagerness on this point she earnestly prayed she might be delivered; she held that a woman ought to be able to live to herself, in the absence of exceptional flimsiness,",,,,
6,49,26,"something cold and stiff,",something cold and dry,,,,
6,49,28,the subject of possible husbands,the article of possible husbands,,,,
6,49,29,"an expenditure of imagination,","a ruinous expenditure,",,,,
6,49,35,it ended by frightening her,it ended in alarms,,,,
6,50,1,"you could have made her blush, any day in the year, by telling her that she was selfish","you could have made her colour, any day in the year, by calling her a rank egoist",,,,
6,50,3,"planning out her own development, desiring her own perfection, observing her own progress","planning out her development, desiring her perfection, observing her progress",,,,
6,50,4,Her nature had for her own imagination a certain garden-like quality,"Her nature had, in her conceit, a certain garden-like quality",,,,
6,50,7,one's mind,one's spirit,,,,
6,50,9,those of her virginal soul,those of her remarkable soul,,,,
6,50,10,places that were not gardens at all,places which were not gardens at all,,,,
6,50,12,the current of that easy eagerness,the current of that repaid curiosity,,,,
6,50,17,her absorbing happiness appear to her a kind of immodesty,"her fine, full consciousness appear a kind of immodesty",,,,
6,50,18,for oneself,for one's self,,,,
6,50,22,This was necessary,This impression was necessary,,,,
6,50,24,an object of special attention,a subject of special attention,,,,
6,50,26,as entertained as a child,as diverted as a child,,,,
6,50,28,"Paris, not London, was her father's Mecca.","Paris, not London, was her father's Mecca, and into many of his interests there his children had naturally not entered.",,,,
6,50,29,"The impressions of that time, moreover, had become faint and remote",The images of that time moreover had grown faint and remote,,,,
6,51,3,in the thick mild air all shrillness dropped out of conversation,in the thick mild air all friction dropped out of contact and all shrillness out of talk,,,,
6,51,9,"sitting placidly with folded hands, like a good old man who had done his work and received his wages, and was trying to grow used to weeks and months made up only of off-days","sitting with folded hands like a placid, homely household god, a god of service, who had done his work and received his wages and was trying to grow used to weeks and months made up only of off-days",,,,
6,51,13,much of the vivacity observable in that of the young ladies of her country,"much of the ""point"" observable in that of the young ladies of her country",,,,
6,51,15,"Like the majority of American girls,",Like the mass of American girls,,,,
6,51,21,that artless vividness,that prompt vividness,,,,
6,51,32,he wished she would ask something of him,and wished she would ask it of him,,,,
6,51,33,But Isabel asked nothing but questions; it is true that of these she asked a great many.,She would ask nothing but questions; it is true that of these she asked a quantity.,,,,
6,51,35,interrogation sometimes came in forms that puzzled him,her pressure sometimes came in forms that puzzled him,,,,
